how many flights does twa have in business class	O O O O B-airline_code O O B-class_type I-class_type
how long does a flight from baltimore to san francisco take	O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O
list the distance in miles from boston airport to downtown boston	O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O B-city_name
list the distance in miles from new york's la guardia airport to downtown new york city	O O O O O O B-fromloc.city_name I-fromloc.city_name B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O O B-city_name I-city_name I-city_name
list the distance in miles from toronto international airport to downtown toronto	O O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O O B-city_name
list the distance in miles from san francisco international airport to san francisco downtown	O O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O B-toloc.city_name I-toloc.city_name O
list distance from airports to downtown in new york	O O O O O O O B-city_name I-city_name
what are the rental car rates in san francisco	O O O B-transport_type I-transport_type O O B-city_name I-city_name
what is the cost of limousine service in philadelphia	O O O O O B-transport_type O O B-city_name
what price is a limousine service to new york's la guardia	O O O O B-transport_type O O B-fromloc.city_name I-fromloc.city_name B-fromloc.airport_name I-fromloc.airport_name
how much is the ground transportation between atlanta and downtown	O O O O O O O B-fromloc.city_name O O
what price is a limousine service in boston	O O O O B-transport_type O O B-city_name
what is the cost of the air taxi operation at philadelphia international airport	O O O O O O B-transport_type I-transport_type I-transport_type O B-airport_name I-airport_name I-airport_name
what is the cost of limousine service at logan airport	O O O O O B-transport_type O O B-airport_name I-airport_name
how much does it cost to get downtown from the atlanta airport by limousine	O O O O O O O O O O B-fromloc.airport_name I-fromloc.airport_name O B-transport_type
can you list costs of denver rental cars	O O O O O B-city_name B-transport_type I-transport_type
how much would car rental cost in atlanta	O O O B-transport_type I-transport_type O O B-city_name
what are the rental car rates in dallas	O O O B-transport_type I-transport_type O O B-city_name
how expensive is the san francisco limousine service	O O O O B-city_name I-city_name B-transport_type O
please list the prices for a rental car in pittsburgh	O O O O O O B-transport_type I-transport_type O B-city_name
how much does the limousine service cost within pittsburgh	O O O O B-transport_type O O O B-city_name
what are the rental car rates in dallas	O O O B-transport_type I-transport_type O O B-city_name
how much is a limousine between dallas fort worth international airport and dallas	O O O O B-transport_type O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O B-toloc.city_name
what are the costs of car rental in dallas	O O O O O B-transport_type I-transport_type O B-city_name
how much does it cost to rent a car in tacoma	O O O O O O O O B-transport_type O B-city_name
what's the fare for a taxi to denver	O O O O O B-transport_type O B-city_name
what are the fares for ground transportation in denver	O O O O O O O O B-city_name
how much is the limousine service in boston	O O O O B-transport_type O O B-city_name
how much is a limousine service in la guardia	O O O O B-transport_type O O B-airport_name I-airport_name
how much is a limousine service in toronto international	O O O O B-transport_type O O B-airport_name I-airport_name
how much is limousine service in los angeles	O O O B-transport_type O O B-city_name I-city_name
list limousine rates for the city of boston	O B-transport_type O O O B-city_name I-city_name I-city_name
what are the seating capacities of planes between pittsburgh and baltimore	O O O O O O O O B-fromloc.city_name O B-toloc.city_name
what is the seating capacity of the various airplanes that united airlines uses	O O O O O O O O O O B-airline_name I-airline_name O
how many people fit on a 72s airplane	O O O O O O B-aircraft_code O
how many passengers fit on a d9s	O O O O O O B-aircraft_code
how many people fly on a turboprop	O O O O O O O
how many people fit on a 73s	O O O O O O B-aircraft_code
what's the capacity of an f28	O O O O O B-aircraft_code
what is the seating capacity for the f28	O O O O O O O B-aircraft_code
how many seats in a 734	O O O O O B-aircraft_code
list number of people that can be carried on each type of plane that flies between pittsburgh and baltimore	O O O O O O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name
what's the capacity of a 733	O O O O O B-aircraft_code
how many seats in a 100	O O O O O B-aircraft_code
what is the total seating capacity of all aircraft of american airlines	O O O B-mod O O O O O O B-airline_name I-airline_name
how many seats in a 72s	O O O O O B-aircraft_code
what is the seating capacity of a boeing 767	O O O O O O O O B-aircraft_code
how many passengers can a boeing 737 hold	O O O O O O B-aircraft_code O
what is the seating capacity for aircraft l10	O O O O O O O B-aircraft_code
what is the seating capacity for delta be1	O O O O O O B-airline_name B-aircraft_code
how many passengers can an l1011 aircraft hold	O O O O O B-aircraft_code O O
what is the seating capacity of a dc9	O O O O O O O B-aircraft_code
what is the seating capacity for the aircraft m80	O O O O O O O O B-aircraft_code
list seating capacities of delta flights from seattle to salt lake city	O O O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name
what is the seating capacity on the aircraft 733	O O O O O O O O B-aircraft_code
what is the seating capacity of a 72s	O O O O O O O B-aircraft_code
what is the seating capacity of the aircraft 72s	O O O O O O O O B-aircraft_code
what is the seating capacity of the aircraft m80	O O O O O O O O B-aircraft_code
what is the seating capacity of the type of aircraft m80	O O O O O O O O O O B-aircraft_code
what is the seating capacity of an m80	O O O O O O O B-aircraft_code
what is the capacity of the 73s	O O O O O O B-aircraft_code
what is seating capacity on the aircraft 73s	O O O O O O O B-aircraft_code
what is the seating capacity of a 757	O O O O O O O B-aircraft_code
how many people will a 757 hold	O O O O O B-aircraft_code O
how many passengers can fly on a 757	O O O O O O O B-aircraft_code
what is the seating capacity of the 757	O O O O O O O B-aircraft_code
what is the seating capacity of the 733	O O O O O O O B-aircraft_code
what is the seating capacity of the m80	O O O O O O O B-aircraft_code
what is the seating capacity on the aircraft m80	O O O O O O O O B-aircraft_code
could you give me the schedule of flights for american and delta to dfw on august fifteenth	O O O O O B-flight_time O O O B-airline_name O B-airline_name O B-toloc.airport_code O B-depart_date.month_name B-depart_date.day_number
please list the flight times from newark to boston	O O O B-flight_time I-flight_time O B-fromloc.city_name O B-toloc.city_name
please list the flight times from pittsburgh to newark	O O O B-flight_time I-flight_time O B-fromloc.city_name O B-toloc.city_name
now i'd like a schedule for the flights on tuesday morning from oakland no from dallas fort worth to atlanta	O O O O B-flight_time O O O O B-depart_date.day_name B-depart_time.period_of_day O B-fromloc.city_name O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
what time does flight aa 459 depart	O B-flight_time O O B-airline_code B-flight_number O
i would like the time your earliest flight from washington to philadelphia	O O O O B-flight_time O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name
what is delta's schedule of morning flights to atlanta	O O B-airline_name B-flight_time O B-depart_time.period_of_day O O B-toloc.city_name
please list the flight times from newark to boston	O O O B-flight_time I-flight_time O B-fromloc.city_name O B-toloc.city_name
what is the schedule of flights from boston to denver next monday	O O O B-flight_time O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.date_relative B-depart_date.day_name
show me the schedule for airlines leaving pittsburgh going to san francisco for next monday	O O O B-flight_time O O O B-fromloc.city_name O O B-toloc.city_name I-toloc.city_name O B-depart_date.date_relative B-depart_date.day_name
what is the total schedule for delta's flights to all airports	O O O O B-flight_time O B-airline_name O O O O
what time does the tuesday morning 755 flight leaving washington arrive in san francisco	O B-flight_time O O B-depart_date.day_name B-depart_time.period_of_day B-depart_time.time O O B-fromloc.city_name O O B-toloc.city_name I-toloc.city_name
i would like the evening schedule of flights from san francisco to washington	O O O O B-depart_time.period_of_day B-flight_time O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
what is the schedule of ground transportation from washington airport into downtown	O O O B-flight_time O O O O B-fromloc.airport_name I-fromloc.airport_name O O
what time does the earliest flight which goes from atlanta to denver leave	O B-flight_time O O B-flight_mod O O O O B-fromloc.city_name O B-toloc.city_name O
what time are the flights leaving from denver to pittsburgh on july seventh	O B-flight_time O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number
what time are flights from denver to san francisco on continental airlines	O B-flight_time O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name
all right give me the flight times in the morning on september twentieth from pittsburgh to san francisco	O O O O O B-flight_time I-flight_time O O B-depart_time.period_of_day O B-depart_date.month_name B-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
what is the flight schedule of the f28 from pittsburgh to baltimore	O O O B-flight_time I-flight_time O O B-aircraft_code O B-fromloc.city_name O B-toloc.city_name
i would like the time of all flights from san francisco to pittsburgh on sunday	O O O O B-flight_time O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
what is the schedule for flights between pittsburgh and boston on the evening of july ninth	O O O B-flight_time I-flight_time I-flight_time O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day O B-depart_date.month_name B-depart_date.day_number
what is the departure time of the latest flight of united airlines from denver to boston	O O O B-flight_time I-flight_time O O B-flight_mod O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name
what are the schedule of flights from boston to san francisco for august first	O O O B-flight_time O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.month_name B-depart_date.day_number
what is the arrival time in san francisco for the 755 am flight leaving washington	O O O B-flight_time I-flight_time O B-fromloc.city_name I-fromloc.city_name O O B-depart_time.time I-depart_time.time O O B-fromloc.city_name
please give me the flight times i would like to fly from boston to baltimore in the morning before 8	O O O O B-flight_time I-flight_time O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day B-depart_time.time_relative B-depart_time.time
what is the minimum connection time for houston intercontinental	O O O O O O O B-airport_name I-airport_name
what is the earliest departure time from boston to denver	O O O B-flight_mod B-flight_time I-flight_time O B-fromloc.city_name O B-toloc.city_name
what are the times that you have planes leaving from san francisco going to pittsburgh on july seventh	O O O B-flight_time O O O O O O B-fromloc.city_name I-fromloc.city_name O O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number
what time does the flight leave denver going to san francisco on continental airlines	O B-flight_time O O O O B-fromloc.city_name O O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name
please list the flight times from boston to pittsburgh	O O O B-flight_time I-flight_time O B-fromloc.city_name O B-toloc.city_name
what times does the late afternoon flight leave from washington for denver	O B-flight_time O O B-depart_time.period_of_day I-depart_time.period_of_day O O O B-fromloc.city_name O B-toloc.city_name
when does continental fly from philadelphia to denver on sundays	B-flight_time O B-airline_name O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
what's the schedule of flights from atlanta to boston on august first	O O B-flight_time O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number
what times on wednesday could i take a plane from denver to oakland	O B-flight_time O B-depart_date.day_name O O O O O O B-fromloc.city_name O B-toloc.city_name
show me times for coach flights between boston and baltimore on wednesday	O O B-flight_time O B-class_type O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
what time does twa depart from boston to go to san francisco	O B-flight_time O B-airline_code O O B-fromloc.city_name O O O B-toloc.city_name I-toloc.city_name
i would like a schedule of flights from san francisco to boston on wednesday	O O O O B-flight_time O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
please list the flight times from pittsburgh to newark	O O O B-flight_time I-flight_time O B-fromloc.city_name O B-toloc.city_name
show me the flight schedule from pittsburgh to san francisco	O O O B-flight_time I-flight_time O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
show me times for flights from san francisco to atlanta	O O B-flight_time O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
what is american's schedule of morning flights to atlanta	O O B-airline_name B-flight_time O B-depart_time.period_of_day O O B-toloc.city_name
please tell me the times of the flights between boston and baltimore	O O O O B-flight_time O O O O B-fromloc.city_name O B-toloc.city_name
i want to know the time of the latest flight i can take from washington to san francisco where i can get a dinner meal	O O O O O B-flight_time O O B-flight_mod O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O O B-meal_description I-meal_description
i would like a schedule of flights from denver to san francisco on tuesday	O O O O B-flight_time O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name
what times does continental depart from boston to san francisco	O B-flight_time O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
can you tell me the time a flight would leave from atlanta to boston in the afternoon	O O O O O B-flight_time O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day
i would like the time of your earliest flight in the morning from philadelphia to washington on american airlines	O O O O B-flight_time O O B-flight_mod O O O B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name
please list the flight schedule from baltimore to san francisco on friday nights	O O O B-flight_time I-flight_time O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day
on united airlines give me the flight times from boston to dallas	O B-airline_name I-airline_name O O O B-flight_time I-flight_time O B-fromloc.city_name O B-toloc.city_name
what time are the flights from baltimore to san francisco	O B-flight_time O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
what time is the last flight from washington to san francisco	O B-flight_time O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
list departure times from denver to philadelphia which are later than 10 o'clock and earlier than 2 pm	O B-flight_time I-flight_time O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.time_relative O B-depart_time.time I-depart_time.time O B-depart_time.time_relative O B-depart_time.time I-depart_time.time
please give me the flight times the morning on united airlines for september twentieth from philadelphia to san francisco	O O O O B-flight_time I-flight_time O B-depart_time.period_of_day O B-airline_name I-airline_name O B-depart_date.month_name B-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
please list the flight times for boston to pittsburgh	O O O B-flight_time I-flight_time O B-fromloc.city_name O B-toloc.city_name
what are the departure times from detroit to westchester county	O O O B-flight_time I-flight_time O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
do i get a meal on the atlanta to bwi flight eastern 210	O O O O B-meal O O B-fromloc.city_name O B-toloc.airport_code O B-airline_name B-flight_number
is there a meal on delta flight 852 from san francisco to dallas fort worth	O O O B-meal O B-airline_name O B-flight_number O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name
what are my meal options from boston to denver	O O O B-meal O O B-fromloc.city_name O B-toloc.city_name
show me all meals on flights from atlanta to washington	O O O B-meal O O O B-fromloc.city_name O B-toloc.city_name
what types of meals are available	O O O B-meal O O
what are all the available meals	O O O O O B-meal
what meals are served on american flight 811 from tampa to milwaukee	O B-meal O O O B-airline_name O B-flight_number O B-fromloc.city_name O B-toloc.city_name
what meals are served on american flight 665 673 from milwaukee to seattle	O B-meal O O O B-airline_name O B-flight_number I-flight_number O B-fromloc.city_name O B-toloc.city_name
what meals are available on dl 468 which al arrives in san francisco at 950 am	O B-meal O O O B-airline_code B-flight_number O O O O B-toloc.city_name I-toloc.city_name O B-arrive_time.time I-arrive_time.time
what meals are there on flight 382 from milwaukee to washington dc on tuesday morning	O B-meal O O O O B-flight_number O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-depart_date.day_name B-depart_time.period_of_day
are meals ever served on tower air	O B-meal O O O B-airline_name I-airline_name
are snacks served on tower air	O B-meal_description O O B-airline_name I-airline_name
i want to fly from detroit to st. petersburg on northwest airlines and leave around 9 am tell me what aircraft are used by this flight and tell me the flight number	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time O O O O O O O O O O O O O O O
list the number of flights arriving in dallas fort worth from boston before noon	O O O O O O O B-toloc.city_name I-toloc.city_name I-toloc.city_name O B-fromloc.city_name B-arrive_time.time_relative B-arrive_time.time
may i have a listing of flight numbers from columbus ohio to minneapolis minnesota on monday	O O O O O O O O O B-fromloc.city_name B-fromloc.state_name O B-toloc.city_name B-toloc.state_name O B-depart_date.day_name
flight numbers from minneapolis to long beach on june twenty six	O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number
please show me the return flight number from toronto to st. petersburg	O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
what is the flight number for the continental flight which leaves denver at 1220 pm and goes to san francisco	O O O O O O O B-airline_name O O O B-fromloc.city_name O B-depart_time.time I-depart_time.time O O O B-toloc.city_name I-toloc.city_name
what is the flight number of the earliest flight between boston and washington dc	O O O O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code
i would like the flight number and the time for the cheapest fare that is the least expensive first class fare from san francisco to pittsburgh leaving after 8 pm monday night	O O O O O O O O B-flight_time O O B-cost_relative O O O O B-cost_relative I-cost_relative B-class_type I-class_type O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time B-depart_date.day_name B-depart_time.period_of_day
what are the flight numbers of the flights which go from san francisco to washington via indianapolis	O O O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-stoploc.city_name
which is the flight number for the us air flight from philadelphia to boston is it 279 or is it 137338	O O O O O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name O O B-flight_number B-or O O B-flight_number
what is the number of first class flights on american airlines	O O O O O B-class_type I-class_type O O B-airline_name I-airline_name
flight numbers from columbus to minneapolis tomorrow	O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.today_relative
i'm trying to find the flight number from a flight from orlando to cleveland on us air and it arrives around 10 pm	O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name O O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time
i need flight numbers for those flights departing on thursday before 8 am from oakland going to salt lake city	O O O O O O O O O B-depart_date.day_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-fromloc.city_name O O B-toloc.city_name I-toloc.city_name I-toloc.city_name
i need the flight numbers of flights leaving from cleveland and arriving at dallas	O O O O O O O O O B-fromloc.city_name O O O B-toloc.city_name
flight number from dallas to houston	O O O B-fromloc.city_name O B-toloc.city_name
flight number from houston to dallas	O O O B-fromloc.city_name O B-toloc.city_name
flight numbers on american airlines from phoenix to milwaukee	O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name
flight numbers from chicago to seattle	O O O B-fromloc.city_name O B-toloc.city_name
flight numbers from chicago to seattle on continental	O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name
flight numbers from seattle to chicago on continental	O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name
what is restriction ap57	O O O B-restriction_code
what are the restrictions on the cheapest one way fare between boston and oakland	O O O O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name
what are the air restrictions on flights from pittsburgh to atlanta for the airfare of 416 dollars	O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-fare_amount I-fare_amount
what is restriction ap57	O O O B-restriction_code
what is restriction ap80	O O O B-restriction_code
what's restriction ap68	O O B-restriction_code
houston airports	B-city_name O
what's the airport at orlando	O O O O B-city_name
please show me all airports in denver	O O O O O O B-city_name
show me airports near washington dc	O O O O B-city_name B-state_code
what is the name of the airport in philadelphia	O O O O O O O O B-city_name
show me airports in washington dc	O O O O B-city_name B-state_code
names of airports	O O O
what airport in new york is closest to downtown	O O O B-fromloc.city_name I-fromloc.city_name O B-mod O O
airports	O
please list information regarding san francisco airport	O O O O B-airport_name I-airport_name I-airport_name
what airport is at tampa	O O O O B-city_name
give me a list of airports in baltimore	O O O O O O O B-city_name
what is the name of the airport at denver	O O O O O O O O B-city_name
houston airports	B-city_name O
airports in new york	O O B-city_name I-city_name
does the philadelphia airport have a name	O O B-airport_name I-airport_name O O O
what's the name of the denver airport	O O O O O B-airport_name I-airport_name
where do the flights from boston to oakland stop	O O O O O B-fromloc.city_name O B-toloc.city_name B-flight_stop
airports in new york	O O B-city_name I-city_name
describe pittsburgh airport	O B-airport_name I-airport_name
i would like to know what airports are in los angeles	O O O O O O O O O B-city_name I-city_name
which airport is closest to ontario california	O O O B-mod O B-city_name B-state_name
list airports in arizona nevada and california please	O O O B-state_name I-state_name O B-state_name O
list california nevada arizona airports	O B-state_name B-state_name B-state_name O
list the arizona airport	O O B-state_name O
list california airports	O B-state_name O
list california airports	O B-state_name O
list airports	O O
list airports in new york	O O O B-city_name I-city_name
list airports in new york	O O O B-city_name I-city_name
list airports in la	O O O B-city_name
list airports	O O
list airports in la	O O O B-city_name
list airports in la	O O O B-city_name
list the airports in la	O O O O B-city_name
show me the airports serviced by tower air	O O O O O O B-airline_name I-airline_name
tell me all the airports near westchester county	O O O O O O B-city_name I-city_name
tell me all the airports in the new york city area	O O O O O O O B-city_name I-city_name I-city_name O
may i please see airlines and flight numbers from new york to toronto on the same date june seventeenth also arriving in toronto before noon thank you	O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_date.date_relative O B-depart_date.month_name B-depart_date.day_number O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time O O
airline and flight number from columbus to minneapolis	O O O O O B-fromloc.city_name O B-toloc.city_name
i need flight numbers and airlines for flights departing from oakland to salt lake city on thursday departing before 8 am	O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O B-depart_date.day_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time
show me the cheapest fare in the database	O O O B-cost_relative O O O O
what ground transportation is available from the pittsburgh airport to downtown and how much does it cost	O O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O O O O O O O
what day of the week do flights from nashville to tacoma fly on	O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O
what days of the week do flights from san jose to nashville fly on	O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O
